time,ax,ay,az,atotal
3.0213160514831543,0.04,1.34,1.44,1.96
3.022693157196045,-0.04,2.85,1.93,3.44
3.0241100788116455,-0.37,3.12,1.53,3.49
3.025463104248047,-0.83,2.01,1.66,2.73
3.0268492698669434,-0.43,1.33,2.4,2.77
3.0282111167907715,0.0,1.22,2.42,2.71
3.0339181423187256,0.04,1.27,1.62,2.05
3.0483880043029785,-0.31,1.26,0.05,1.29
3.060302257537842,-1.22,1.89,-2.08,3.06
3.0690500736236572,-1.82,2.34,-3.26,4.4
3.0788979530334473,-1.18,1.73,-2.33,3.13
3.0871381759643555,-0.84,1.52,-0.34,1.76
3.096060276031494,-1.09,0.3,1.07,1.55
3.1075940132141113,-1.07,-2.0,1.75,2.86
3.1201910972595215,-1.44,-1.97,1.01,2.64
3.128770112991333,-2.08,0.04,-0.23,2.09
3.154224157333374,-2.51,0.58,-2.34,3.48
3.1591482162475586,-0.77,-2.1,-0.07,2.23
3.1650781631469727,-0.01,-1.16,0.28,1.19
3.1724209785461426,0.54,-0.3,-2.09,2.17
3.180330276489258,1.08,-1.86,0.21,2.16
3.188587188720703,-0.41,-1.74,0.77,1.94
3.198150157928467,-0.96,-1.0,0.53,1.48
3.2074151039123535,0.61,-0.85,-1.11,1.52
3.2186501026153564,0.64,-0.71,-0.95,1.34
3.230262279510498,1.16,-1.34,-1.16,2.11
3.283053159713745,4.11,-2.97,-0.76,5.12
3.3055310249328613,4.75,-3.37,0.47,5.84
3.3199462890625,3.04,-2.68,-0.28,4.06
3.3352742195129395,1.66,-1.86,-0.5,2.54
3.349837064743042,-0.33,-0.84,-0.47,1.01
3.3647620677948,-1.92,-0.27,-0.28,1.95
3.3794469833374023,-3.12,-0.11,-0.67,3.19
3.394423007965088,-2.27,0.36,0.17,2.3
3.410576105117798,-1.89,1.19,0.53,2.29
3.425290107727051,-4.28,1.64,-5.11,6.86
3.4799420833587646,-0.46,1.87,-2.12,2.86
3.4943771362304688,4.72,-0.53,7.0,8.45
3.5092151165008545,3.75,-1.13,0.31,3.92
3.523883104324341,0.15,0.26,0.84,0.89
3.549053192138672,-1.86,1.7,0.71,2.61
3.562298059463501,-2.26,1.15,0.45,2.57
3.5775411128997803,-4.02,2.49,1.22,4.88
3.5924172401428223,-4.78,3.57,1.54,6.16
3.6068711280822754,-2.68,2.04,2.99,4.5
3.6214890480041504,3.11,1.58,2.32,4.18
3.67716121673584,4.06,1.4,-0.69,4.34
3.69608211517334,0.74,1.31,1.3,1.98
3.7097740173339844,1.76,1.14,-0.45,2.14
3.718449115753174,2.26,1.78,-3.75,4.72
3.7263870239257812,-5.12,1.48,-0.44,5.34
3.7334890365600586,-3.18,-2.44,-2.39,4.66
3.7478909492492676,-4.23,2.76,-3.55,6.17
3.7621612548828125,-5.0,0.94,-5.99,7.85
3.773705005645752,-1.01,3.88,-1.59,4.31
3.788170099258423,-0.27,0.48,10.57,10.58
3.844851016998291,-2.31,4.51,-0.14,5.06
3.8597381114959717,-4.45,2.21,6.81,8.42
3.87545108795166,3.03,-0.7,-4.14,5.17
3.8867712020874023,3.99,1.61,-0.54,4.33
3.901103973388672,1.42,-2.64,0.14,3.0
3.916074275970459,0.74,-1.26,-0.27,1.48
3.9321250915527344,1.62,-4.63,1.38,5.09
3.968886137008667,2.78,-6.32,0.67,6.93
3.982469081878662,2.59,-5.27,-0.71,5.91
3.989107131958008,2.29,-6.93,-1.1,7.38
4.006363153457642,2.05,-7.55,-0.97,7.88
4.011055946350098,2.71,-7.64,-0.76,8.14
4.015442132949829,3.28,-6.25,-0.68,7.09
4.019896030426025,2.84,-6.47,-1.6,7.24
4.033108234405518,1.28,-0.82,-0.21,1.53
4.044548034667969,2.1,-3.34,-0.03,3.94
4.058943271636963,4.52,-10.19,-0.58,11.16
4.0708911418914795,5.59,-5.31,-1.45,7.84
4.086201190948486,-1.11,13.12,3.92,13.73
4.1008381843566895,-3.87,13.51,3.27,14.42
4.153759002685547,-1.06,9.09,0.87,9.19
4.169535160064697,-0.08,4.69,-1.29,4.86
4.183964252471924,-2.11,2.17,-0.17,3.03
4.198334217071533,-5.42,-0.8,3.57,6.53
4.212545156478882,-5.08,-2.88,1.71,6.08
4.22809910774231,-2.82,-3.46,-1.42,4.68
4.242265224456787,-1.84,-1.82,-2.32,3.47
4.2571210861206055,-0.96,-0.13,-1.52,1.8
4.271507263183594,-0.4,0.07,-1.29,1.35
4.286200046539307,-0.27,-0.46,-0.73,0.9
6.868439197540283,-0.14,-1.16,1.18,1.66
6.873487949371338,0.53,-0.96,0.4,1.16
6.884653091430664,0.78,-1.14,0.66,1.53
6.887206077575684,0.53,-1.92,0.86,2.16
6.8888161182403564,1.45,-0.63,-0.03,1.58
6.890326976776123,-0.76,0.26,1.35,1.57
6.891866207122803,-0.28,0.07,-0.79,0.84
6.894190073013306,0.1,0.09,-0.48,0.49
6.895722150802612,-0.53,0.48,0.37,0.8
6.8972392082214355,-0.67,1.06,0.71,1.44
6.903030157089233,-1.07,4.89,-0.44,5.02
6.904390096664429,-0.67,6.27,1.11,6.4
6.9057512283325195,0.2,5.74,1.43,5.91
6.907077074050903,0.04,8.01,3.57,8.76
6.90838098526001,-0.18,9.01,2.67,9.39
6.912531137466431,-0.28,3.6,0.15,3.61
6.9141130447387695,0.61,-3.05,-5.16,6.02
6.915507078170776,1.08,-2.7,-2.99,4.17
6.916848182678223,0.55,1.56,2.57,3.05
6.91817307472229,1.14,3.36,0.24,3.55
